millis,lat,long,h_msl,baro_alt,speed_h,speed_v,heading,accel,temp,press,num_satellites
# { "g_press": 100892.45, "g_temp": 23.27, "datetime": "2022-10-16T14:42:20Z", "fw_version": "0.4.1-gps-testing+git-7ae69c7" }
# Switched to mode: Climb
871736,464746206,-726426302,2397409,2452.571,72027,-5262,6788225,,27.59,75457,15
871792,464746342,-726425816,2397727,2452.9924,72040,-5378,6797730,,27.59,75453,15
871848,464746476,-726425328,2398008,2453.4924,71965,-5172,6819105,,27.59,75448,15
871904,464746608,-726424840,2398295,2453.8975,72104,-5236,6846030,,27.59,75444,15
871960,464746743,-726424352,2398608,2454.2046,72081,-5238,6833437,,27.59,75442,15
872016,464746877,-726423864,2398936,2454.2046,72144,-5322,6837923,,27.59,75442,15
872072,464747012,-726423375,2399230,2454.2834,72186,-5273,6829363,,27.59,75441,15
872128,464747146,-726422886,2399536,2454.4683,72163,-5276,6834920,,27.59,75439,15
872184,464747281,-726422399,2399828,2454.501,72115,-5316,6815862,,27.59,75439,15
872240,464747414,-726421911,2400134,2454.819,71915,-5174,6847192,,27.59,75436,15
872296,464747546,-726421422,2400427,2454.8816,72034,-5020,6861578,,27.59,75435,15
872352,464747679,-726420933,2400706,2455.2566,72104,-5210,6845586,,27.59,75432,15
872408,464747813,-726420443,2400999,2455.6697,72187,-5305,6850341,,27.59,75428,15
872464,464747944,-726419953,2401306,2455.8708,72029,-5264,6881359,,27.59,75426,15
872520,464748075,-726419462,2401609,2456.4553,72061,-5267,6886399,,27.59,75421,15
872576,464748206,-726418972,2401920,2456.4553,72037,-5329,6884667,,27.59,75421,15
872632,464748337,-726418481,2402221,2456.6782,72116,-5176,6891433,,27.59,75419,14
872688,464748467,-726417990,2402529,2456.8142,72078,-5257,6900602,,27.59,75418,14
872744,464748597,-726417499,2402819,2457.007,72076,-5210,6901807,,27.59,75416,14
872800,464748726,-726417007,2403109,2457.1267,72130,-5217,6920954,,27.59,75415,14
872856,464748855,-726416514,2403432,2457.347,72247,-5387,6933267,,27.59,75413,14
872912,464748984,-726416023,2403729,2457.6704,72016,-5350,6925786,,27.60,75410,14
872968,464749114,-726415533,2403997,2457.7817,71972,-5028,6899762,,27.60,75409,14
873024,464749242,-726415040,2404294,2458.3826,72166,-5114,6941436,,27.60,75403,14
873080,464749369,-726414548,2404572,2459.1272,72053,-5182,6940492,,27.60,75396,14
873136,464749493,-726414054,2404817,2459.1272,72052,-5266,6971264,,27.60,75396,14
873192,464749617,-726413558,2405101,2459.7307,72170,-5384,6991286,,27.59,75391,14
873248,464749743,-726413066,2405402,2460.4482,72036,-5135,6974866,,27.59,75384,14
873304,464749869,-726412571,2405671,2460.7908,72176,-4874,6974833,,27.59,75381,14
873360,464749995,-726412078,2405953,2460.7988,72145,-4961,6977060,,27.60,75381,14
873416,464750123,-726411584,2406272,2460.9402,72207,-5184,6962501,,27.60,75380,14
873472,464750248,-726411089,2406577,2461.2065,72271,-5167,6989361,,27.60,75377,14
873528,464750372,-726410594,2406849,2461.647,72149,-5195,7003497,,27.60,75373,14
873584,464750493,-726410098,2407133,2461.8726,72125,-5121,7037104,,27.60,75371,14
873640,464750615,-726409603,2407415,2462.2449,72130,-5266,7029474,,27.60,75368,14
873696,464750739,-726409109,2407707,2462.3699,72059,-5224,7013184,,27.60,75366,14
873752,464750861,-726408613,2407986,2462.5764,72194,-5241,7022136,,27.60,75364,14
873808,464750981,-726408116,2408237,2462.8945,72224,-5003,7047110,,27.60,75362,14
873864,464751101,-726407619,2408525,2463.218,72251,-5198,7068107,,27.60,75359,14
873920,464751222,-726407123,2408820,2463.8079,72220,-5231,7061702,,27.60,75353,14
873976,464751343,-726406628,2409111,2464.1938,72015,-5105,7051651,,27.60,75350,14
874032,464751465,-726406134,2409392,2464.683,72021,-5039,7034036,,27.60,75345,14
874088,464751583,-726405636,2409687,2464.925,72227,-5180,7091717,,27.60,75343,14
874144,464751702,-726405137,2409958,2464.8352,72357,-5010,7092525,,27.60,75344,14
874200,464751821,-726404639,2410269,2465.3462,72356,-5172,7101548,,27.60,75339,14
874256,464751940,-726404141,2410557,2465.5066,72184,-5069,7106456,,27.60,75337,14
874312,464752057,-726403643,2410838,2465.5908,72054,-5146,7112899,,27.60,75337,14
874368,464752172,-726403144,2411102,2465.8384,72226,-4848,7131217,,27.60,75334,14
874424,464752291,-726402647,2411400,2466.1482,72195,-5064,7109599,,27.60,75332,14
874480,464752406,-726402147,2411693,2466.3765,72231,-5198,7149943,,27.60,75329,14
874536,464752522,-726401649,2411971,2466.7544,72058,-5315,7131853,,27.60,75326,14
874592,464752637,-726401153,2412212,2466.9229,71846,-5059,7126947,,27.60,75324,14
874648,464752752,-726400654,2412446,2467.4229,72284,-5021,7140364,,27.60,75320,14
874704,464752866,-726400154,2412755,2468.2656,72188,-5141,7169661,,27.60,75312,14
874760,464752979,-726399652,2413022,2469.9617,72370,-4983,7177003,,27.60,75296,14
874816,464753093,-726399152,2413312,2469.9617,72279,-5118,7170291,,27.60,75296,14
874872,464753207,-726398652,2413602,2470.6194,72191,-5048,7180740,,27.60,75290,14
874928,464753318,-726398151,2413884,2471.1685,72176,-4970,7210511,,27.60,75285,14
874984,464753429,-726397650,2414148,2471.4375,72148,-4793,7209892,,27.60,75283,14
875040,464753539,-726397150,2414423,2471.2366,72011,-4971,7234745,,27.60,75285,14
875096,464753650,-726396650,2414744,2471.1033,72031,-5020,7221864,,27.60,75286,14
875152,464753761,-726396148,2414996,2470.9348,72230,-4914,7222435,,27.60,75287,14
875208,464753873,-726395648,2415242,2470.845,72132,-4804,7224546,,27.60,75288,14
875264,464753983,-726395144,2415529,2470.9702,72456,-4856,7238975,,27.60,75287,14
875320,464754092,-726394642,2415866,2471.2202,72179,-4908,7259893,,27.60,75285,14
875376,464754202,-726394142,2416179,2471.3643,72046,-5036,7238083,,27.60,75284,14
875432,464754313,-726393641,2416414,2471.6687,72004,-4862,7242945,,27.60,75281,14
875488,464754422,-726393139,2416683,2471.8425,72161,-4770,7269935,,27.60,75279,14
875544,464754530,-726392634,2416955,2471.984,72449,-4814,7289321,,27.60,75278,14
875600,464754635,-726392130,2417255,2472.2693,72130,-4918,7329872,,27.60,75275,14
875656,464754743,-726391627,2417578,2473.0767,72224,-4882,7295283,,27.60,75268,14
875712,464754850,-726391123,2417872,2473.5469,72208,-4848,7312523,,27.60,75263,14
875768,464754955,-726390620,2418150,2473.9465,72096,-4879,7330282,,27.60,75260,14
875824,464755060,-726390116,2418467,2474.414,72217,-4985,7348275,,27.60,75255,14
875880,464755164,-726389612,2418775,2474.993,72159,-5094,7347719,,27.60,75250,14
875936,464755269,-726389107,2419081,2474.993,72219,-5175,7343884,,27.60,75250,14
875992,464755373,-726388603,2419376,2475.0798,72217,-5096,7341435,,27.60,75249,14
876048,464755476,-726388098,2419686,2475.308,72085,-5124,7363020,,27.60,75247,14
876104,464755578,-726387594,2420023,2475.3762,72102,-5070,7380514,,27.60,75247,14
876160,464755681,-726387088,2420362,2475.5447,72239,-5074,7359005,,27.60,75245,14
876216,464755784,-726386581,2420657,2475.8818,72337,-5077,7373925,,27.60,75242,14
876272,464755886,-726386073,2420928,2476.11,72277,-5055,7377385,,27.60,75240,14
876328,464755987,-726385567,2421220,2476.1482,72003,-5065,7400456,,27.60,75239,14
876384,464756086,-726385061,2421563,2476.431,72016,-5280,7435515,,27.60,75237,14
876440,464756187,-726384553,2421849,2477.1702,72207,-4911,7407145,,27.60,75230,14
876496,464756288,-726384045,2422133,2477.1702,72242,-5037,7405963,,27.60,75230,14
876552,464756388,-726383537,2422431,2477.8088,72271,-5039,7426170,,27.60,75224,14
876608,464756488,-726383030,2422743,2478.2546,72076,-4964,7441676,,27.60,75220,14
876664,464756585,-726382523,2423092,2478.6597,72128,-5111,7469421,,27.60,75216,14
876720,464756684,-726382014,2423373,2479.051,72195,-4867,7440086,,27.60,75213,14
876776,464756783,-726381505,2423656,2479.3147,72250,-4973,7440286,,27.60,75210,14
876832,464756881,-726380997,2423951,2479.5513,72228,-4990,7448077,,27.60,75208,14
876888,464756978,-726380488,2424245,2479.736,72207,-5009,7469989,,27.60,75206,14
876944,464757074,-726379979,2424538,2479.9915,72179,-4965,7480297,,27.60,75204,14
877000,464757171,-726379472,2424852,2480.3096,72015,-4895,7488805,,27.60,75201,14
877056,464757266,-726378962,2425144,2480.3096,72221,-4956,7491794,,27.60,75201,14
877112,464757361,-726378451,2425430,2480.4456,72343,-5006,7501335,,27.60,75200,14
877168,464757456,-726377942,2425730,2480.4456,72216,-4935,7505893,,27.60,75200,14
877224,464757552,-726377432,2426003,2480.307,72317,-4695,7495699,,27.60,75201,14
877280,464757646,-726376922,2426311,2480.6304,72174,-4941,7533869,,27.60,75198,14
877336,464757739,-726376412,2426618,2480.8533,72127,-4989,7538609,,27.60,75196,14
877392,464757832,-726375901,2426897,2481.0598,72282,-4755,7542624,,27.60,75194,14
877448,464757925,-726375390,2427189,2481.6604,72280,-4968,7545011,,27.60,75189,14
877504,464758017,-726374878,2427462,2482.1335,72303,-4853,7545399,,27.60,75184,14
877560,464758108,-726374368,2427745,2483.8894,72125,-4963,7563555,,27.60,75168,14
877616,464758199,-726373856,2428028,2483.8894,72208,-4984,7578564,,27.60,75168,14
877672,464758288,-726373346,2428273,2484.3677,72090,-4844,7578977,,27.60,75164,14
877728,464758376,-726372836,2428521,2484.6775,72010,-5063,7590253,,27.60,75161,14
877784,464758463,-726372324,2428790,2485.1614,72201,-5079,7618658,,27.60,75156,14
877840,464758546,-726371809,2429017,2485.1233,72520,-4784,7663547,,27.60,75157,14
877896,464758633,-726371297,2429255,2485.2158,72221,-4608,7622574,,27.60,75156,14
877952,464758722,-726370789,2429508,2485.1016,71930,-4552,7583775,,27.60,75157,14
878008,464758809,-726370280,2429766,2485.311,71896,-4564,7614823,,27.60,75155,14
878064,464758895,-726369768,2430031,2485.3137,72240,-4686,7630094,,27.60,75155,14
878120,464758981,-726369257,2430339,2485.7078,72198,-4803,7657651,,27.61,75151,14
878176,464759065,-726368745,2430613,2485.7078,72177,-4662,7676883,,27.61,75151,15
878232,464759147,-726368233,2430891,2486.3955,72090,-4913,7689168,,27.61,75145,15
878288,464759231,-726367722,2431173,2487.472,72075,-5095,7669986,,27.61,75135,15
878344,464759316,-726367209,2431404,2488.6135,72293,-4803,7642996,,27.61,75125,15
878400,464759398,-726366697,2431642,2488.8499,72077,-4830,7686160,,27.61,75122,15
878456,464759480,-726366183,2431898,2488.7168,72201,-4842,7707222,,27.61,75124,15
878512,464759561,-726365669,2432159,2488.4775,72337,-4711,7719840,,27.61,75126,15
878568,464759643,-726365156,2432405,2488.1377,72036,-4512,7711102,,27.61,75129,15
878624,464759725,-726364644,2432683,2488.0671,71985,-4782,7701219,,27.61,75130,15
878680,464759807,-726364130,2432964,2489.013,72291,-4754,7706762,,27.61,75121,15
878736,464759889,-726363617,2433255,2489.013,72132,-4787,7716296,,27.61,75121,15
878792,464759968,-726363103,2433528,2489.5647,72113,-4795,7742862,,27.61,75116,15
878848,464760046,-726362588,2433825,2489.7578,72474,-4833,7776346,,27.60,75114,15
878904,464760121,-726362068,2434108,2489.4968,72781,-4534,7839435,,27.60,75116,15
878960,464760194,-726361548,2434391,2489.1787,72877,-4582,7854696,,27.60,75119,15
879016,464760267,-726361029,2434716,2488.7847,72806,-4823,7872892,,27.61,75123,15
879072,464760339,-726360508,2435004,2488.8147,72945,-4864,7895388,,27.61,75123,15
879128,464760413,-726359993,2435237,2489.0076,72061,-4881,7829286,,27.61,75121,15
879184,464760488,-726359476,2435474,2489.437,72345,-5101,7818701,,27.60,75117,15
879240,464760563,-726358960,2435722,2490.5896,72208,-5117,7824447,,27.61,75106,15
879296,464760637,-726358445,2436006,2490.5896,72254,-5022,7833020,,27.61,75106,15
879352,464760711,-726357930,2436277,2491.038,72132,-4734,7847397,,27.61,75102,15
879408,464760784,-726357415,2436504,2491.6687,72069,-4679,7845264,,27.61,75096,15
879464,464760856,-726356898,2436767,2491.8616,72235,-4627,7865421,,27.61,75095,15
879520,464760927,-726356383,2437027,2492.003,72082,-4595,7872042,,27.61,75093,15
879576,464760998,-726355866,2437280,2492.0383,72291,-4509,7887973,,27.61,75093,15
879632,464761070,-726355351,2437500,2492.3154,71964,-4643,7858750,,27.61,75091,15
879688,464761142,-726354836,2437756,2492.5383,72089,-4606,7860248,,27.61,75088,15
879744,464761213,-726354318,2437943,2492.6663,72434,-4146,7877238,,27.61,75087,15
879800,464761282,-726353801,2438164,2493.2017,72127,-4063,7913562,,27.61,75082,15
879856,464761349,-726353285,2438425,2493.2017,72088,-4173,7932581,,27.61,75082,15
879912,464761417,-726352769,2438684,2493.3945,72153,-4140,7933930,,27.61,75081,15
879968,464761483,-726352252,2438948,2493.1907,72098,-4093,7950819,,27.61,75082,15
880024,464761549,-726351732,2439179,2493.3267,72437,-4125,7955712,,27.61,75081,15
880080,464761616,-726351214,2439440,2493.6829,72377,-4202,7946933,,27.61,75078,15
880136,464761681,-726350697,2439714,2494.2373,72081,-4346,7968774,,27.61,75073,15
880192,464761746,-726350181,2439950,2494.876,71856,-4222,7967636,,27.61,75067,15
880248,464761810,-726349663,2440198,2495.1072,72102,-4295,7988954,,27.61,75065,15
880304,464761873,-726349144,2440430,2495.387,72205,-4239,8005554,,27.61,75062,15
880360,464761937,-726348626,2440685,2496.2922,72215,-4105,7978062,,27.61,75054,15
880416,464761998,-726348105,2440903,2496.2922,72236,-4150,8036116,,27.61,75054,15
880472,464762061,-726347586,2441138,2496.7,72178,-4209,8011477,,27.61,75050,15
880528,464762122,-726347068,2441413,2496.9526,72018,-4282,8038368,,27.61,75048,15
880584,464762181,-726346548,2441696,2497.3767,72237,-4251,8045223,,27.61,75044,15
880640,464762241,-726346030,2441963,2497.8713,72021,-4223,8060082,,27.61,75039,15
880696,464762299,-726345511,2442218,2498.0508,72136,-4403,8071978,,27.61,75038,15
880752,464762357,-726344991,2442490,2498.4258,72062,-4549,8074434,,27.61,75034,15
880808,464762416,-726344471,2442738,2498.5374,72190,-4286,8076753,,27.61,75033,15
880864,464762473,-726343951,2442975,2498.6677,72108,-4287,8094128,,27.61,75032,15
880920,464762530,-726343432,2443245,2499.0781,72165,-4513,8104743,,27.61,75028,15
880976,464762586,-726342913,2443504,2499.0781,71998,-4446,8105341,,27.61,75028,15
881032,464762641,-726342393,2443772,2499.5947,72128,-4512,8122185,,27.61,75023,15
881088,464762697,-726341874,2444034,2499.7986,72082,-4460,8113566,,27.61,75022,15
881144,464762752,-726341354,2444292,2499.9724,72191,-4534,8125657,,27.61,75020,15
881200,464762807,-726340833,2444515,2500.2742,72119,-4431,8135924,,27.61,75017,15
881256,464762859,-726340312,2444738,2500.6438,72050,-4362,8160445,,27.61,75014,15
881312,464762911,-726339792,2444996,2501.0706,72054,-4468,8184225,,27.61,75010,15
881368,464762962,-726339272,2445268,2501.3643,72051,-4447,8184700,,27.61,75007,15
881424,464763015,-726338751,2445514,2501.723,72240,-4292,8165948,,27.61,75004,15
881480,464763066,-726338228,2445724,2502.302,72262,-4375,8182431,,27.61,74999,15
881536,464763115,-726337708,2445986,2502.302,72059,-4535,8210489,,27.61,74999,15
881592,464763166,-726337190,2446267,2502.2776,71972,-4275,8201190,,27.61,74999,15
881648,464763215,-726336670,2446534,2502.3345,72075,-4407,8221138,,27.61,74998,15
881704,464763264,-726336148,2446773,2502.6636,72141,-4521,8224490,,27.61,74995,15
881760,464763313,-726335627,2447027,2502.9624,72098,-4563,8230370,,27.61,74992,15
881816,464763359,-726335106,2447256,2503.0874,71981,-4362,8253074,,27.61,74991,15
881872,464763407,-726334585,2447518,2502.9517,72078,-4380,8252598,,27.61,74993,15
881928,464763454,-726334063,2447776,2503.15,72172,-4472,8253941,,27.61,74991,15
881984,464763499,-726333542,2448007,2503.6147,71949,-4447,8268727,,27.61,74986,15
882040,464763546,-726333021,2448264,2504.2834,72017,-4488,8252742,,27.61,74980,15
882096,464763593,-726332500,2448520,2504.2834,72054,-4416,8269816,,27.61,74980,15
882152,464763638,-726331978,2448772,2504.6558,72169,-4356,8284256,,27.61,74977,15
882208,464763683,-726331457,2449039,2504.8298,72028,-4434,8291822,,27.61,74975,15
882264,464763727,-726330937,2449327,2504.9792,71944,-4633,8304317,,27.61,74974,15
882320,464763770,-726330414,2449554,2505.4495,72152,-4493,8307621,,27.61,74970,15
882376,464763815,-726329892,2449807,2506.0012,72059,-4496,8300336,,27.61,74964,15
882432,464763856,-726329371,2450069,2506.2676,71910,-4582,8333835,,27.61,74962,15
882488,464763898,-726328849,2450336,2506.5015,72001,-4647,8341467,,27.61,74960,15
882544,464763939,-726328326,2450618,2506.7732,72087,-4724,8347115,,27.61,74957,15
882600,464763978,-726327803,2450853,2506.9797,72117,-4542,8377088,,27.61,74955,15
882656,464764017,-726327280,2451098,2506.9797,72053,-4240,8370967,,27.61,74955,15
882712,464764056,-726326757,2451336,2507.0205,71996,-4303,8377305,,27.61,74955,15
882768,464764095,-726326235,2451620,2506.9907,71958,-4558,8386603,,27.61,74955,15
882824,464764133,-726325712,2451890,2507.192,72087,-4457,8408123,,27.61,74954,15
882880,464764170,-726325187,2452149,2507.6892,72085,-4405,8406258,,27.61,74949,15
882936,464764206,-726324663,2452401,2508.0752,71981,-4360,8422031,,27.61,74945,15
882992,464764242,-726324139,2452662,2508.551,72005,-4360,8429495,,27.61,74941,15
883048,464764278,-726323615,2452899,2509.0156,72056,-4281,8432147,,27.61,74937,15
883104,464764313,-726323091,2453127,2509.0864,72079,-4259,8438515,,27.61,74936,15
883160,464764347,-726322567,2453369,2509.581,72079,-4258,8455158,,27.62,74931,15
883216,464764380,-726322044,2453637,2509.581,71977,-4493,8474444,,27.62,74931,15
883272,464764413,-726321520,2453871,2509.7388,71939,-4278,8478477,,27.62,74930,15
883328,464764447,-726320996,2454098,2509.8718,72121,-4141,8470551,,27.62,74929,15
883384,464764478,-726320472,2454333,2509.9182,72083,-4199,8495591,,27.62,74928,15
883440,464764510,-726319949,2454563,2509.9888,71894,-4202,8503643,,27.62,74928,15
883496,464764541,-726319425,2454830,2510.141,72135,-4241,8518960,,27.62,74926,15
883552,464764571,-726318901,2455069,2510.2605,72014,-4365,8527410,,27.62,74925,15
883608,464764602,-726318378,2455284,2510.4182,71971,-4129,8519282,,27.62,74924,15
883664,464764632,-726317855,2455504,2510.508,72030,-4139,8538030,,27.62,74923,15
883720,464764661,-726317332,2455740,2511.125,71980,-4206,8544842,,27.62,74917,15
883776,464764689,-726316809,2455970,2511.125,72051,-4099,8555172,,27.62,74917,15
883832,464764717,-726316286,2456211,2511.7122,72017,-4136,8559443,,27.61,74912,15
883888,464764744,-726315762,2456444,2512.185,72043,-4106,8573427,,27.61,74908,15
883944,464764770,-726315238,2456692,2512.3726,72065,-4264,8584866,,27.61,74906,15
884000,464764796,-726314714,2456920,2512.5493,72004,-4274,8593116,,27.62,74904,15
884056,464764822,-726314190,2457148,2512.9597,71967,-4143,8596341,,27.61,74900,15
884112,464764847,-726313666,2457371,2513.3403,72052,-4200,8604045,,27.61,74897,15
884168,464764872,-726313142,2457633,2513.7778,72009,-4406,8611887,,27.62,74893,15
884224,464764897,-726312618,2457859,2513.2341,72032,-4301,8609144,,27.62,74898,15
884280,464764921,-726312094,2458076,2513.0142,71995,-4430,8622895,,27.61,74900,15
884336,464764943,-726311568,2458307,2513.0142,72194,-4557,8645286,,27.61,74900,15
884392,464764965,-726311043,2458513,2514.0552,72110,-4195,8666794,,27.61,74890,15
884448,464764988,-726310520,2458776,2515.5093,71966,-4310,8648418,,27.62,74877,15
884504,464765010,-726309997,2459006,2515.7485,71926,-4329,8661901,,27.61,74875,15
884560,464765030,-726309469,2459261,2516.4905,72500,-5014,8683743,,27.62,74868,15
884616,464765051,-726308942,2459537,2515.8545,72456,-5147,8673725,,27.62,74874,15
884672,464765073,-726308416,2459807,2515.1099,72299,-4692,8666564,,27.62,74881,15
884728,464765092,-726307891,2460058,2514.346,72088,-4612,8705939,,27.62,74888,15
884784,464765110,-726307369,2460275,2514.547,71833,-4226,8715621,,27.62,74886,15
884840,464765127,-726306846,2460483,2517.0261,71869,-4103,8726639,,27.61,74863,15
884896,464765146,-726306323,2460732,2517.0261,71872,-4079,8709694,,27.61,74863,15
884952,464765163,-726305797,2460986,2517.605,72142,-4395,8728908,,27.61,74858,15
885008,464765180,-726305272,2461200,2517.7734,72179,-4312,8735253,,27.61,74856,15
885064,464765196,-726304749,2461428,2517.7056,71828,-4000,8744972,,27.61,74857,15
885120,464765211,-726304225,2461673,2517.537,71980,-4196,8763001,,27.62,74858,15
885176,464765227,-726303700,2461920,2516.8928,71994,-4199,8760333,,27.62,74864,15
885232,464765241,-726303176,2462178,2517.0151,71924,-4338,8777959,,27.61,74863,15
885288,464765254,-726302650,2462437,2517.5642,72131,-4435,8789381,,27.61,74858,15
885344,464765268,-726302126,2462660,2517.836,72057,-4201,8780295,,27.61,74855,15
885400,464765282,-726301600,2462893,2518.5264,72086,-4404,8783437,,27.62,74849,15
885456,464765294,-726301076,2463134,2518.5264,71915,-4360,8805720,,27.62,74849,15
885512,464765304,-726300551,2463336,2518.899,71915,-4145,8829116,,27.62,74846,15
885568,464765316,-726300025,2463581,2519.2793,72160,-4262,8813260,,27.62,74842,15
885624,464765327,-726299499,2463822,2519.3772,72123,-4142,8825044,,27.62,74841,15
885680,464765338,-726298974,2464044,2519.5593,71982,-4066,8830636,,27.62,74840,15
885736,464765347,-726298450,2464275,2519.9126,71845,-3971,8847298,,27.62,74836,15
885792,464765356,-726297926,2464501,2520.1655,71871,-4002,8858235,,27.62,74834,15
885848,464765365,-726297401,2464740,2520.5242,72056,-4195,8863167,,27.62,74831,15
885904,464765373,-726296874,2464989,2520.7146,72124,-4359,8877719,,27.62,74829,15
885960,464765380,-726296349,2465220,2521.2744,72013,-4176,8881029,,27.62,74824,15
886016,464765387,-726295824,2465457,2521.2744,72018,-4186,8896456,,27.62,74824,15
886072,464765394,-726295298,2465684,2521.2336,72045,-4133,8903714,,27.62,74824,15
886128,464765400,-726294774,2465914,2521.2554,71929,-4190,8903998,,27.62,74824,15
886184,464765406,-726294249,2466155,2521.337,71969,-4274,8919273,,27.62,74823,15
886240,464765411,-726293725,2466386,2521.5,71946,-4115,8940126,,27.62,74822,15
886296,464765416,-726293199,2466597,2521.8044,72024,-4056,8929567,,27.62,74819,15
886352,464765420,-726292675,2466840,2522.2883,71920,-4138,8957415,,27.62,74814,15
886408,464765423,-726292150,2467102,2522.7314,71940,-4219,8954842,,27.62,74810,15
886464,464765426,-726291626,2467335,2522.7505,71935,-4139,8960780,,27.62,74810,15
886520,464765428,-726291100,2467562,2522.8618,72044,-4188,8977008,,27.62,74809,15
886576,464765430,-726290575,2467775,2522.8618,71906,-4230,8973965,,27.62,74809,15
886632,464765431,-726290050,2467989,2523.101,71951,-4234,8989894,,27.62,74807,15
886688,464765432,-726289525,2468213,2523.5876,71878,-4232,8991423,,27.62,74802,15
886744,464765432,-726288999,2468445,2523.998,72056,-4180,9009284,,27.62,74799,15
886800,464765431,-726288474,2468705,2524.2534,72004,-4504,9019225,,27.62,74796,15
886856,464765430,-726287949,2468950,2524.6938,71892,-4130,9023447,,27.62,74792,15
886912,464765429,-726287426,2469159,2524.8433,71692,-4120,9035409,,27.62,74791,15
886968,464765427,-726286901,2469382,2524.868,71873,-4635,9047939,,27.62,74791,15
887024,464765425,-726286373,2469594,2524.547,72222,-4348,9046477,,27.62,74794,15
887080,464765423,-726285847,2469833,2524.1748,72148,-4473,9051834,,27.62,74797,15
887136,464765419,-726285322,2470090,2524.1748,71949,-4410,9077176,,27.62,74797,15
887192,464765413,-726284798,2470353,2524.2263,71901,-4215,9103130,,27.62,74797,15
887248,464765406,-726284275,2470620,2525.0444,71778,-4059,9120186,,27.62,74789,15
887304,464765399,-726283752,2470891,2525.944,71897,-4220,9110051,,27.62,74781,15
887360,464765392,-726283229,2471152,2527.1157,71738,-4330,9109741,,27.62,74770,15
887416,464765383,-726282706,2471416,2527.8633,71773,-4495,9135493,,27.62,74763,15
887472,464765374,-726282181,2471687,2528.1404,72026,-4599,9148424,,27.62,74761,15
887528,464765365,-726281656,2471954,2528.5916,72082,-4503,9142736,,27.62,74756,15
887584,464765355,-726281131,2472218,2528.7358,71981,-4440,9159177,,27.62,74755,15
887640,464765344,-726280609,2472489,2528.9585,71788,-4578,9171439,,27.62,74753,15
887696,464765334,-726280085,2472744,2528.9585,71758,-4554,9171684,,27.62,74753,15
887752,464765323,-726279562,2472998,2528.9043,71821,-4470,9171659,,27.62,74753,15
887808,464765312,-726279038,2473221,2528.9043,71769,-4084,9179295,,27.62,74753,15
887864,464765301,-726278515,2473447,2529.1055,71761,-4090,9178818,,27.62,74752,15
887920,464765289,-726277991,2473689,2529.7468,71752,-4296,9186514,,27.62,74746,15
887976,464765276,-726277469,2473965,2530.2307,71664,-4450,9208855,,27.62,74741,15
888032,464765262,-726276949,2474226,2530.3938,71451,-4327,9211862,,27.62,74740,15
888088,464765248,-726276426,2474479,2530.6167,71732,-4555,9234511,,27.62,74738,15
888144,464765233,-726275902,2474712,2530.9185,71890,-4332,9238119,,27.62,74735,15
888200,464765216,-726275380,2474908,2530.7878,71569,-4125,9263191,,27.62,74736,15
888256,464765200,-726274857,2475129,2530.7878,71732,-4123,9257214,,27.62,74736,15
888312,464765183,-726274332,2475363,2530.826,71850,-4274,9268163,,27.62,74736,15
888368,464765166,-726273809,2475621,2530.8179,71763,-4278,9271796,,27.62,74736,15
888424,464765149,-726273286,2475876,2531.1685,71756,-4408,9276558,,27.62,74733,15
888480,464765132,-726272763,2476183,2531.2798,71815,-4685,9274563,,27.62,74732,15
888536,464765114,-726272241,2476457,2531.519,71742,-4508,9298061,,27.62,74729,15
888592,464765095,-726271718,2476708,2532.0708,71732,-4597,9306719,,27.62,74724,15
888648,464765074,-726271194,2476946,2532.5112,71840,-4603,9330949,,27.62,74720,15
888704,464765055,-726270672,2477186,2532.8237,71701,-4471,9304266,,27.62,74717,15
888760,464765035,-726270150,2477439,2533.3103,71592,-4531,9318127,,27.62,74713,15
888816,464765015,-726269628,2477724,2533.3103,71726,-4566,9320919,,27.62,74713,15
888872,464764994,-726269106,2477971,2533.6936,71757,-4463,9346005,,27.62,74709,15
888928,464764972,-726268585,2478225,2533.9138,71570,-4563,9343657,,27.62,74707,15
888984,464764950,-726268064,2478465,2534.0632,71569,-4415,9364577,,27.62,74706,15
889040,464764926,-726267542,2478739,2534.3894,71769,-4577,9378760,,27.62,74703,15
889096,464764902,-726267020,2479004,2534.5933,71704,-4555,9385967,,27.62,74701,15
889152,464764878,-726266499,2479283,2534.634,71590,-4878,9390613,,27.62,74701,15
889208,464764854,-726265978,2479563,2534.9739,71560,-4890,9397857,,27.62,74698,15
889264,464764828,-726265455,2479751,2535.3706,71780,-4374,9397779,,27.62,74694,15
889320,464764802,-726264934,2479995,2536.36,71529,-4533,9418038,,27.62,74685,15
889376,464764777,-726264413,2480251,2536.36,71661,-4557,9420547,,27.62,74685,15
889432,464764750,-726263892,2480542,2536.7815,71607,-4783,9428491,,27.62,74681,15
889488,464764724,-726263372,2480766,2537.2544,71486,-4503,9427688,,27.62,74677,15
889544,464764696,-726262851,2480990,2537.5996,71537,-4654,9436021,,27.62,74673,15
889600,464764668,-726262330,2481219,2537.923,71634,-4520,9463617,,27.62,74670,15
889656,464764639,-726261810,2481468,2538.2002,71545,-4501,9465410,,27.62,74668,15
889712,464764610,-726261290,2481737,2538.3145,71613,-4481,9473535,,27.62,74667,15
889768,464764582,-726260770,2481988,2538.627,71605,-4662,9461077,,27.62,74664,15
